publishTime,startTime,generation_forecast,generation_actual,forecast_horizon_hours,error,abs_error,rel_error,hour
2024-01-31 18:30:00+00:00,2024-01-31 23:00:00+00:00,17275,14595,4.5,2680,2680,18.362452894826994,23
2024-01-31 15:30:00+00:00,2024-01-31 21:00:00+00:00,17887,15757,5.5,2130,2130,13.517801611981975,21
2024-01-31 15:30:00+00:00,2024-01-31 22:00:00+00:00,17660,15490,6.5,2170,2170,14.009038089089735,22
2024-01-31 15:30:00+00:00,2024-01-31 23:00:00+00:00,17263,14595,7.5,2668,2668,18.28023295649195,23
2024-01-31 11:30:00+00:00,2024-01-31 21:00:00+00:00,17796,15757,9.5,2039,2039,12.940280510249414,21
2024-01-31 11:30:00+00:00,2024-01-31 22:00:00+00:00,17572,15490,10.5,2082,2082,13.440929632020659,22
2024-01-31 11:30:00+00:00,2024-01-31 23:00:00+00:00,17176,14595,11.5,2581,2581,17.684138403562862,23
2024-01-31 09:30:00+00:00,2024-01-31 21:00:00+00:00,17813,15757,11.5,2056,2056,13.048169067715937,21
2024-01-31 09:30:00+00:00,2024-01-31 22:00:00+00:00,17586,15490,12.5,2096,2096,13.53131052291801,22
2024-01-31 09:30:00+00:00,2024-01-31 23:00:00+00:00,17183,14595,13.5,2588,2588,17.73210003425831,23
2024-01-31 07:30:00+00:00,2024-01-31 21:00:00+00:00,17813,15757,13.5,2056,2056,13.048169067715937,21
2024-01-31 07:30:00+00:00,2024-01-31 22:00:00+00:00,17586,15490,14.5,2096,2096,13.53131052291801,22
2024-01-31 07:30:00+00:00,2024-01-31 23:00:00+00:00,17185,14595,15.5,2590,2590,17.74580335731415,23
2024-01-31 04:30:00+00:00,2024-01-31 21:00:00+00:00,17739,15757,16.5,1982,1982,12.578536523449896,21
2024-01-31 04:30:00+00:00,2024-01-31 22:00:00+00:00,17550,15490,17.5,2060,2060,13.298902517753389,22
2024-01-31 04:30:00+00:00,2024-01-31 23:00:00+00:00,17152,14595,18.5,2557,2557,17.51969852689277,23
2024-01-31 02:30:00+00:00,2024-01-31 21:00:00+00:00,17741,15757,18.5,1984,1984,12.591229294916545,21
2024-01-31 02:30:00+00:00,2024-01-31 22:00:00+00:00,17553,15490,19.5,2063,2063,13.318269851517108,22
2024-01-31 02:30:00+00:00,2024-01-31 23:00:00+00:00,17156,14595,20.5,2561,2561,17.547105173004454,23
2024-01-30 22:30:00+00:00,2024-01-31 03:00:00+00:00,11477,8175,4.5,3302,3302,40.3914373088685,3
2024-01-30 22:30:00+00:00,2024-01-31 04:00:00+00:00,12053,8687,5.5,3366,3366,38.74755381604697,4
2024-01-30 22:30:00+00:00,2024-01-31 05:00:00+00:00,12822,9519,6.5,3303,3303,34.69902300661834,5
2024-01-30 22:30:00+00:00,2024-01-31 06:00:00+00:00,13307,10509,7.5,2798,2798,26.624797792368447,6
2024-01-30 22:30:00+00:00,2024-01-31 07:00:00+00:00,13909,11728,8.5,2181,2181,18.59652114597544,7
2024-01-30 22:30:00+00:00,2024-01-31 08:00:00+00:00,14561,12836,9.5,1725,1725,13.438765970707387,8
2024-01-30 22:30:00+00:00,2024-01-31 09:00:00+00:00,14912,13747,10.5,1165,1165,8.47457627118644,9
2024-01-30 22:30:00+00:00,2024-01-31 10:00:00+00:00,15453,14183,11.5,1270,1270,8.954382006627652,10
2024-01-30 22:30:00+00:00,2024-01-31 11:00:00+00:00,14782,14352,12.5,430,430,2.9960981047937567,11
2024-01-30 22:30:00+00:00,2024-01-31 12:00:00+00:00,15656,15177,13.5,479,479,3.156091454174079,12
2024-01-30 22:30:00+00:00,2024-01-31 13:00:00+00:00,18116,15997,14.5,2119,2119,13.246233668812902,13
2024-01-30 22:30:00+00:00,2024-01-31 14:00:00+00:00,18483,15818,15.5,2665,2665,16.847894803388545,14
2024-01-30 22:30:00+00:00,2024-01-31 15:00:00+00:00,18400,15911,16.5,2489,2489,15.643265665263026,15
2024-01-30 22:30:00+00:00,2024-01-31 16:00:00+00:00,18211,15762,17.5,2449,2449,15.537368354269763,16
2024-01-30 22:30:00+00:00,2024-01-31 17:00:00+00:00,17992,15683,18.5,2309,2309,14.722948415481731,17
2024-01-30 22:30:00+00:00,2024-01-31 18:00:00+00:00,18208,15411,19.5,2797,2797,18.149373823892027,18
2024-01-30 22:30:00+00:00,2024-01-31 19:00:00+00:00,18033,15812,20.5,2221,2221,14.046293953959019,19
2024-01-30 22:30:00+00:00,2024-01-31 20:00:00+00:00,17782,15684,21.5,2098,2098,13.3766896199949,20
2024-01-30 22:30:00+00:00,2024-01-31 21:00:00+00:00,17560,15757,22.5,1803,1803,11.442533477184744,21
2024-01-30 22:30:00+00:00,2024-01-31 22:00:00+00:00,17456,15490,23.5,1966,1966,12.692059393156876,22
2024-01-30 22:30:00+00:00,2024-01-31 23:00:00+00:00,17013,14595,24.5,2418,2418,16.56731757451182,23
2024-01-30 18:30:00+00:00,2024-01-30 23:00:00+00:00,9820,7592,4.5,2228,2228,29.346680716543734,23
2024-01-30 18:30:00+00:00,2024-01-31 00:00:00+00:00,10192,7009,5.5,3183,3183,45.41304037665858,0
2024-01-30 18:30:00+00:00,2024-01-31 01:00:00+00:00,10569,7248,6.5,3321,3321,45.819536423841065,1
2024-01-30 18:30:00+00:00,2024-01-31 02:00:00+00:00,11010,7463,7.5,3547,3547,47.527803832239044,2
2024-01-30 18:30:00+00:00,2024-01-31 03:00:00+00:00,11522,8175,8.5,3347,3347,40.94189602446483,3
2024-01-30 18:30:00+00:00,2024-01-31 04:00:00+00:00,12110,8687,9.5,3423,3423,39.40370668815471,4
2024-01-30 18:30:00+00:00,2024-01-31 05:00:00+00:00,12898,9519,10.5,3379,3379,35.49742620023112,5
2024-01-30 18:30:00+00:00,2024-01-31 06:00:00+00:00,13398,10509,11.5,2889,2889,27.490722238081645,6
2024-01-30 18:30:00+00:00,2024-01-31 07:00:00+00:00,14013,11728,12.5,2285,2285,19.483287858117325,7
2024-01-30 18:30:00+00:00,2024-01-31 08:00:00+00:00,14674,12836,13.5,1838,1838,14.319102524150825,8
2024-01-30 18:30:00+00:00,2024-01-31 09:00:00+00:00,15030,13747,14.5,1283,1283,9.332945369898887,9
2024-01-30 18:30:00+00:00,2024-01-31 10:00:00+00:00,15577,14183,15.5,1394,1394,9.828668123810196,10
2024-01-30 18:30:00+00:00,2024-01-31 11:00:00+00:00,14900,14352,16.5,548,548,3.8182831661092527,11
2024-01-30 18:30:00+00:00,2024-01-31 12:00:00+00:00,15775,15177,17.5,598,598,3.94017262963695,12
2024-01-30 18:30:00+00:00,2024-01-31 13:00:00+00:00,18238,15997,18.5,2241,2241,14.00887666437457,13
2024-01-30 18:30:00+00:00,2024-01-31 14:00:00+00:00,18605,15818,19.5,2787,2787,17.619168036414212,14
2024-01-30 18:30:00+00:00,2024-01-31 15:00:00+00:00,18521,15911,20.5,2610,2610,16.40374583621394,15
2024-01-30 18:30:00+00:00,2024-01-31 16:00:00+00:00,18333,15762,21.5,2571,2571,16.31138180433955,16
2024-01-30 18:30:00+00:00,2024-01-31 17:00:00+00:00,18112,15683,22.5,2429,2429,15.488108142574763,17
2024-01-30 18:30:00+00:00,2024-01-31 18:00:00+00:00,18329,15411,23.5,2918,2918,18.934527285705016,18
2024-01-30 18:30:00+00:00,2024-01-31 19:00:00+00:00,18153,15812,24.5,2341,2341,14.805211231975715,19
2024-01-30 18:30:00+00:00,2024-01-31 20:00:00+00:00,17901,15684,25.5,2217,2217,14.135424636572303,20
2024-01-30 18:30:00+00:00,2024-01-31 21:00:00+00:00,17681,15757,26.5,1924,1924,12.210446150917052,21
2024-01-30 18:30:00+00:00,2024-01-31 22:00:00+00:00,17575,15490,27.5,2085,2085,13.460296965784377,22
2024-01-30 18:30:00+00:00,2024-01-31 23:00:00+00:00,17126,14595,28.5,2531,2531,17.341555327166837,23
2024-01-30 15:30:00+00:00,2024-01-30 21:00:00+00:00,8753,7217,5.5,1536,1536,21.283081612858528,21
2024-01-30 15:30:00+00:00,2024-01-30 22:00:00+00:00,9470,7214,6.5,2256,2256,31.272525644579986,22
2024-01-30 15:30:00+00:00,2024-01-30 23:00:00+00:00,10036,7592,7.5,2444,2444,32.19178082191781,23
2024-01-30 15:30:00+00:00,2024-01-31 00:00:00+00:00,10455,7009,8.5,3446,3446,49.165358824368674,0
2024-01-30 15:30:00+00:00,2024-01-31 01:00:00+00:00,10840,7248,9.5,3592,3592,49.55849889624724,1
2024-01-30 15:30:00+00:00,2024-01-31 02:00:00+00:00,11161,7463,10.5,3698,3698,49.55111885300818,2
2024-01-30 15:30:00+00:00,2024-01-31 03:00:00+00:00,11547,8175,11.5,3372,3372,41.24770642201835,3
2024-01-30 15:30:00+00:00,2024-01-31 04:00:00+00:00,12083,8687,12.5,3396,3396,39.09289743294578,4
2024-01-30 15:30:00+00:00,2024-01-31 05:00:00+00:00,12519,9519,13.5,3000,3000,31.515915537346363,5
2024-01-30 15:30:00+00:00,2024-01-31 06:00:00+00:00,13125,10509,14.5,2616,2616,24.89294890094205,6
2024-01-30 15:30:00+00:00,2024-01-31 07:00:00+00:00,13708,11728,15.5,1980,1980,16.882673942701228,7
2024-01-30 15:30:00+00:00,2024-01-31 08:00:00+00:00,14418,12836,16.5,1582,1582,12.324711748208165,8
2024-01-30 15:30:00+00:00,2024-01-31 09:00:00+00:00,14888,13747,17.5,1141,1141,8.299992725685604,9
2024-01-30 15:30:00+00:00,2024-01-31 10:00:00+00:00,15253,14183,18.5,1070,1070,7.544243107946133,10
2024-01-30 15:30:00+00:00,2024-01-31 11:00:00+00:00,14660,14352,19.5,308,308,2.1460423634336676,11
2024-01-30 15:30:00+00:00,2024-01-31 12:00:00+00:00,15459,15177,20.5,282,282,1.8580747183237794,12
2024-01-30 15:30:00+00:00,2024-01-31 13:00:00+00:00,18116,15997,21.5,2119,2119,13.246233668812902,13
2024-01-30 15:30:00+00:00,2024-01-31 14:00:00+00:00,18474,15818,22.5,2656,2656,16.790997597673538,14
2024-01-30 15:30:00+00:00,2024-01-31 15:00:00+00:00,18465,15911,23.5,2554,2554,16.051788071145747,15
2024-01-30 15:30:00+00:00,2024-01-31 16:00:00+00:00,18128,15762,24.5,2366,2366,15.010785433320645,16
2024-01-30 15:30:00+00:00,2024-01-31 17:00:00+00:00,17920,15683,25.5,2237,2237,14.263852579225913,17
2024-01-30 15:30:00+00:00,2024-01-31 18:00:00+00:00,18238,15411,26.5,2827,2827,18.344039971448964,18
2024-01-30 15:30:00+00:00,2024-01-31 19:00:00+00:00,18043,15812,27.5,2231,2231,14.109537060460408,19
2024-01-30 15:30:00+00:00,2024-01-31 20:00:00+00:00,17777,15684,28.5,2093,2093,13.34480999744963,20
2024-01-30 15:30:00+00:00,2024-01-31 21:00:00+00:00,17519,15757,29.5,1762,1762,11.182331662118424,21
2024-01-30 15:30:00+00:00,2024-01-31 22:00:00+00:00,17528,15490,30.5,2038,2038,13.15687540348612,22
2024-01-30 15:30:00+00:00,2024-01-31 23:00:00+00:00,17101,14595,31.5,2506,2506,17.170263788968825,23
2024-01-30 11:30:00+00:00,2024-01-30 21:00:00+00:00,8647,7217,9.5,1430,1430,19.814327282804488,21
2024-01-30 11:30:00+00:00,2024-01-30 22:00:00+00:00,9283,7214,10.5,2069,2069,28.68034377599113,22
2024-01-30 11:30:00+00:00,2024-01-30 23:00:00+00:00,9807,7592,11.5,2215,2215,29.175447839831403,23
2024-01-30 11:30:00+00:00,2024-01-31 00:00:00+00:00,10299,7009,12.5,3290,3290,46.93964902268512,0
2024-01-30 11:30:00+00:00,2024-01-31 01:00:00+00:00,10668,7248,13.5,3420,3420,47.18543046357616,1
2024-01-30 11:30:00+00:00,2024-01-31 02:00:00+00:00,11002,7463,14.5,3539,3539,47.42060833444995,2
2024-01-30 11:30:00+00:00,2024-01-31 03:00:00+00:00,11410,8175,15.5,3235,3235,39.571865443425075,3
2024-01-30 11:30:00+00:00,2024-01-31 04:00:00+00:00,12109,8687,16.5,3422,3422,39.39219523425809,4
2024-01-30 11:30:00+00:00,2024-01-31 05:00:00+00:00,12542,9519,17.5,3023,3023,31.757537556466016,5
2024-01-30 11:30:00+00:00,2024-01-31 06:00:00+00:00,12943,10509,18.5,2434,2434,23.161100009515653,6
2024-01-30 11:30:00+00:00,2024-01-31 07:00:00+00:00,13807,11728,19.5,2079,2079,17.726807639836288,7
2024-01-30 11:30:00+00:00,2024-01-31 08:00:00+00:00,14287,12836,20.5,1451,1451,11.304144593331255,8
2024-01-30 11:30:00+00:00,2024-01-31 09:00:00+00:00,14989,13747,21.5,1242,1242,9.034698479668291,9
2024-01-30 11:30:00+00:00,2024-01-31 10:00:00+00:00,15362,14183,22.5,1179,1179,8.312768807727561,10
2024-01-30 11:30:00+00:00,2024-01-31 11:00:00+00:00,15157,14352,23.5,805,805,5.6089743589743595,11
2024-01-30 11:30:00+00:00,2024-01-31 12:00:00+00:00,15645,15177,24.5,468,468,3.08361336232457,12
2024-01-30 11:30:00+00:00,2024-01-31 13:00:00+00:00,18057,15997,25.5,2060,2060,12.877414515221606,13
2024-01-30 11:30:00+00:00,2024-01-31 14:00:00+00:00,18319,15818,26.5,2501,2501,15.811101277026173,14
2024-01-30 11:30:00+00:00,2024-01-31 15:00:00+00:00,18314,15911,27.5,2403,2403,15.102759097479732,15
2024-01-30 11:30:00+00:00,2024-01-31 16:00:00+00:00,18046,15762,28.5,2284,2284,14.490546884913083,16
2024-01-30 11:30:00+00:00,2024-01-31 17:00:00+00:00,17836,15683,29.5,2153,2153,13.728240770260792,17
2024-01-30 11:30:00+00:00,2024-01-31 18:00:00+00:00,18121,15411,30.5,2710,2710,17.5848419959769,18
2024-01-30 11:30:00+00:00,2024-01-31 19:00:00+00:00,18043,15812,31.5,2231,2231,14.109537060460408,19
2024-01-30 11:30:00+00:00,2024-01-31 20:00:00+00:00,17786,15684,32.5,2102,2102,13.402193318031113,20
2024-01-30 11:30:00+00:00,2024-01-31 21:00:00+00:00,17506,15757,33.5,1749,1749,11.0998286475852,21
2024-01-30 11:30:00+00:00,2024-01-31 22:00:00+00:00,17647,15490,34.5,2157,2157,13.92511297611362,22
2024-01-30 11:30:00+00:00,2024-01-31 23:00:00+00:00,17309,14595,35.5,2714,2714,18.595409386776293,23
2024-01-30 09:30:00+00:00,2024-01-30 21:00:00+00:00,8647,7217,11.5,1430,1430,19.814327282804488,21
2024-01-30 09:30:00+00:00,2024-01-30 22:00:00+00:00,9283,7214,12.5,2069,2069,28.68034377599113,22
2024-01-30 09:30:00+00:00,2024-01-30 23:00:00+00:00,9807,7592,13.5,2215,2215,29.175447839831403,23
2024-01-30 09:30:00+00:00,2024-01-31 00:00:00+00:00,10298,7009,14.5,3289,3289,46.925381652161505,0
2024-01-30 09:30:00+00:00,2024-01-31 01:00:00+00:00,10668,7248,15.5,3420,3420,47.18543046357616,1
2024-01-30 09:30:00+00:00,2024-01-31 02:00:00+00:00,11001,7463,16.5,3538,3538,47.40720889722632,2
2024-01-30 09:30:00+00:00,2024-01-31 03:00:00+00:00,11408,8175,17.5,3233,3233,39.547400611620795,3
2024-01-30 09:30:00+00:00,2024-01-31 04:00:00+00:00,12105,8687,18.5,3418,3418,39.34614941867158,4
2024-01-30 09:30:00+00:00,2024-01-31 05:00:00+00:00,12536,9519,19.5,3017,3017,31.694505725391327,5
2024-01-30 09:30:00+00:00,2024-01-31 06:00:00+00:00,12939,10509,20.5,2430,2430,23.123037396517272,6
2024-01-30 09:30:00+00:00,2024-01-31 07:00:00+00:00,13800,11728,21.5,2072,2072,17.66712141882674,7
2024-01-30 09:30:00+00:00,2024-01-31 08:00:00+00:00,14283,12836,22.5,1447,1447,11.272982237457152,8
2024-01-30 09:30:00+00:00,2024-01-31 09:00:00+00:00,14986,13747,23.5,1239,1239,9.012875536480687,9
2024-01-30 09:30:00+00:00,2024-01-31 10:00:00+00:00,15328,14183,24.5,1145,1145,8.073045194951703,10
2024-01-30 09:30:00+00:00,2024-01-31 11:00:00+00:00,15134,14352,25.5,782,782,5.448717948717949,11
2024-01-30 09:30:00+00:00,2024-01-31 12:00:00+00:00,15636,15177,26.5,459,459,3.0243131053567898,12
2024-01-30 09:30:00+00:00,2024-01-31 13:00:00+00:00,18047,15997,27.5,2050,2050,12.814902794273927,13
2024-01-30 09:30:00+00:00,2024-01-31 14:00:00+00:00,18302,15818,28.5,2484,2484,15.703628777342269,14
2024-01-30 09:30:00+00:00,2024-01-31 15:00:00+00:00,18300,15911,29.5,2389,2389,15.014769656212684,15
2024-01-30 09:30:00+00:00,2024-01-31 16:00:00+00:00,18020,15762,30.5,2258,2258,14.325593198832637,16
2024-01-30 09:30:00+00:00,2024-01-31 17:00:00+00:00,17825,15683,31.5,2142,2142,13.658101128610598,17
2024-01-30 09:30:00+00:00,2024-01-31 18:00:00+00:00,18115,15411,32.5,2704,2704,17.545908766465512,18
2024-01-30 09:30:00+00:00,2024-01-31 19:00:00+00:00,18037,15812,33.5,2225,2225,14.071591196559574,19
2024-01-30 09:30:00+00:00,2024-01-31 20:00:00+00:00,17790,15684,34.5,2106,2106,13.42769701606733,20
2024-01-30 09:30:00+00:00,2024-01-31 21:00:00+00:00,17507,15757,35.5,1750,1750,11.106175033318525,21
2024-01-30 09:30:00+00:00,2024-01-31 22:00:00+00:00,17655,15490,36.5,2165,2165,13.976759199483539,22
2024-01-30 09:30:00+00:00,2024-01-31 23:00:00+00:00,17329,14595,37.5,2734,2734,18.732442617334705,23
2024-01-30 07:30:00+00:00,2024-01-30 21:00:00+00:00,8647,7217,13.5,1430,1430,19.814327282804488,21
2024-01-30 07:30:00+00:00,2024-01-30 22:00:00+00:00,9282,7214,14.5,2068,2068,28.666481840864982,22
2024-01-30 07:30:00+00:00,2024-01-30 23:00:00+00:00,9806,7592,15.5,2214,2214,29.162276080084297,23
2024-01-30 07:30:00+00:00,2024-01-31 00:00:00+00:00,10297,7009,16.5,3288,3288,46.91111428163789,0
2024-01-30 07:30:00+00:00,2024-01-31 01:00:00+00:00,10667,7248,17.5,3419,3419,47.17163355408388,1
2024-01-30 07:30:00+00:00,2024-01-31 02:00:00+00:00,11000,7463,18.5,3537,3537,47.39380946000268,2
2024-01-30 07:30:00+00:00,2024-01-31 03:00:00+00:00,11408,8175,19.5,3233,3233,39.547400611620795,3
2024-01-30 07:30:00+00:00,2024-01-31 04:00:00+00:00,12104,8687,20.5,3417,3417,39.33463796477495,4
2024-01-30 07:30:00+00:00,2024-01-31 05:00:00+00:00,12535,9519,21.5,3016,3016,31.684000420212204,5
2024-01-30 07:30:00+00:00,2024-01-31 06:00:00+00:00,12937,10509,22.5,2428,2428,23.104006090018082,6
2024-01-30 07:30:00+00:00,2024-01-31 07:00:00+00:00,13798,11728,23.5,2070,2070,17.65006821282401,7
2024-01-30 07:30:00+00:00,2024-01-31 08:00:00+00:00,14281,12836,24.5,1445,1445,11.2574010595201,8
2024-01-30 07:30:00+00:00,2024-01-31 09:00:00+00:00,14985,13747,25.5,1238,1238,9.005601222084819,9
2024-01-30 07:30:00+00:00,2024-01-31 10:00:00+00:00,15328,14183,26.5,1145,1145,8.073045194951703,10
2024-01-30 07:30:00+00:00,2024-01-31 11:00:00+00:00,15138,14352,27.5,786,786,5.476588628762542,11
2024-01-30 07:30:00+00:00,2024-01-31 12:00:00+00:00,15638,15177,28.5,461,461,3.037490940238519,12
2024-01-30 07:30:00+00:00,2024-01-31 13:00:00+00:00,18046,15997,29.5,2049,2049,12.808651622179159,13
2024-01-30 07:30:00+00:00,2024-01-31 14:00:00+00:00,18297,15818,30.5,2479,2479,15.672019218611707,14
2024-01-30 07:30:00+00:00,2024-01-31 15:00:00+00:00,18292,15911,31.5,2381,2381,14.964489975488657,15
2024-01-30 07:30:00+00:00,2024-01-31 16:00:00+00:00,18011,15762,32.5,2249,2249,14.268493845958636,16
2024-01-30 07:30:00+00:00,2024-01-31 17:00:00+00:00,17819,15683,33.5,2136,2136,13.619843142255947,17
2024-01-30 07:30:00+00:00,2024-01-31 18:00:00+00:00,18113,15411,34.5,2702,2702,17.53293102329505,18
2024-01-30 07:30:00+00:00,2024-01-31 19:00:00+00:00,18034,15812,35.5,2222,2222,14.052618264609157,19
2024-01-30 07:30:00+00:00,2024-01-31 20:00:00+00:00,17787,15684,36.5,2103,2103,13.40856924254017,20
2024-01-30 07:30:00+00:00,2024-01-31 21:00:00+00:00,17505,15757,37.5,1748,1748,11.093482261851875,21
2024-01-30 07:30:00+00:00,2024-01-31 22:00:00+00:00,17655,15490,38.5,2165,2165,13.976759199483539,22
2024-01-30 07:30:00+00:00,2024-01-31 23:00:00+00:00,17331,14595,39.5,2736,2736,18.746145940390544,23
2024-01-30 04:30:00+00:00,2024-01-30 21:00:00+00:00,8122,7217,16.5,905,905,12.539836497159484,21
2024-01-30 04:30:00+00:00,2024-01-30 22:00:00+00:00,8711,7214,17.5,1497,1497,20.751316883836985,22
2024-01-30 04:30:00+00:00,2024-01-30 23:00:00+00:00,9287,7592,18.5,1695,1695,22.32613277133825,23
2024-01-30 04:30:00+00:00,2024-01-31 00:00:00+00:00,9846,7009,19.5,2837,2837,40.476530175488655,0
2024-01-30 04:30:00+00:00,2024-01-31 01:00:00+00:00,10281,7248,20.5,3033,3033,41.84602649006622,1
2024-01-30 04:30:00+00:00,2024-01-31 02:00:00+00:00,10720,7463,21.5,3257,3257,43.64196703738443,2
2024-01-30 04:30:00+00:00,2024-01-31 03:00:00+00:00,11304,8175,22.5,3129,3129,38.27522935779816,3
2024-01-30 04:30:00+00:00,2024-01-31 04:00:00+00:00,11913,8687,23.5,3226,3226,37.13595027051917,4
2024-01-30 04:30:00+00:00,2024-01-31 05:00:00+00:00,12296,9519,24.5,2777,2777,29.173232482403616,5
2024-01-30 04:30:00+00:00,2024-01-31 06:00:00+00:00,12776,10509,25.5,2267,2267,21.571985916833192,6
2024-01-30 04:30:00+00:00,2024-01-31 07:00:00+00:00,13580,11728,26.5,1852,1852,15.791268758526602,7
2024-01-30 04:30:00+00:00,2024-01-31 08:00:00+00:00,14152,12836,27.5,1316,1316,10.252415082580244,8
2024-01-30 04:30:00+00:00,2024-01-31 09:00:00+00:00,14817,13747,28.5,1070,1070,7.783516403578964,9
2024-01-30 04:30:00+00:00,2024-01-31 10:00:00+00:00,15409,14183,29.5,1226,1226,8.644151448917718,10
2024-01-30 04:30:00+00:00,2024-01-31 11:00:00+00:00,16069,14352,30.5,1717,1717,11.963489409141582,11
2024-01-30 04:30:00+00:00,2024-01-31 12:00:00+00:00,15313,15177,31.5,136,136,0.8960927719575674,12
2024-01-30 04:30:00+00:00,2024-01-31 13:00:00+00:00,17757,15997,32.5,1760,1760,11.002062886791274,13
2024-01-30 04:30:00+00:00,2024-01-31 14:00:00+00:00,18206,15818,33.5,2388,2388,15.096725249715515,14
2024-01-30 04:30:00+00:00,2024-01-31 15:00:00+00:00,18293,15911,34.5,2382,2382,14.97077493557916,15
2024-01-30 04:30:00+00:00,2024-01-31 16:00:00+00:00,18251,15762,35.5,2489,2489,15.791143255931988,16
2024-01-30 04:30:00+00:00,2024-01-31 17:00:00+00:00,18085,15683,36.5,2402,2402,15.31594720397883,17
2024-01-30 04:30:00+00:00,2024-01-31 18:00:00+00:00,18120,15411,37.5,2709,2709,17.57835312439167,18
2024-01-30 04:30:00+00:00,2024-01-31 19:00:00+00:00,18156,15812,38.5,2344,2344,14.824184163926132,19
2024-01-30 04:30:00+00:00,2024-01-31 20:00:00+00:00,18056,15684,39.5,2372,2372,15.123692935475644,20
2024-01-30 04:30:00+00:00,2024-01-31 21:00:00+00:00,17806,15757,40.5,2049,2049,13.003744367582662,21
2024-01-30 04:30:00+00:00,2024-01-31 22:00:00+00:00,17586,15490,41.5,2096,2096,13.53131052291801,22
2024-01-30 04:30:00+00:00,2024-01-31 23:00:00+00:00,17286,14595,42.5,2691,2691,18.437821171634123,23
2024-01-30 02:30:00+00:00,2024-01-30 21:00:00+00:00,8119,7217,18.5,902,902,12.49826797838437,21
2024-01-30 02:30:00+00:00,2024-01-30 22:00:00+00:00,8710,7214,19.5,1496,1496,20.73745494871084,22
2024-01-30 02:30:00+00:00,2024-01-30 23:00:00+00:00,9285,7592,20.5,1693,1693,22.299789251844047,23
2024-01-30 02:30:00+00:00,2024-01-31 00:00:00+00:00,9844,7009,21.5,2835,2835,40.44799543444143,0
2024-01-30 02:30:00+00:00,2024-01-31 01:00:00+00:00,10281,7248,22.5,3033,3033,41.84602649006622,1
2024-01-30 02:30:00+00:00,2024-01-31 02:00:00+00:00,10719,7463,23.5,3256,3256,43.62856760016079,2
2024-01-30 02:30:00+00:00,2024-01-31 03:00:00+00:00,11301,8175,24.5,3126,3126,38.23853211009175,3
2024-01-30 02:30:00+00:00,2024-01-31 04:00:00+00:00,11912,8687,25.5,3225,3225,37.12443881662254,4
2024-01-30 02:30:00+00:00,2024-01-31 05:00:00+00:00,12295,9519,26.5,2776,2776,29.1627271772245,5
2024-01-30 02:30:00+00:00,2024-01-31 06:00:00+00:00,12773,10509,27.5,2264,2264,21.543438957084405,6
2024-01-30 02:30:00+00:00,2024-01-31 07:00:00+00:00,13579,11728,28.5,1851,1851,15.78274215552524,7
2024-01-30 02:30:00+00:00,2024-01-31 08:00:00+00:00,14151,12836,29.5,1315,1315,10.244624493611717,8
2024-01-30 02:30:00+00:00,2024-01-31 09:00:00+00:00,14809,13747,30.5,1062,1062,7.725321888412018,9
2024-01-30 02:30:00+00:00,2024-01-31 10:00:00+00:00,15409,14183,31.5,1226,1226,8.644151448917718,10
2024-01-30 02:30:00+00:00,2024-01-31 11:00:00+00:00,16069,14352,32.5,1717,1717,11.963489409141582,11
2024-01-30 02:30:00+00:00,2024-01-31 12:00:00+00:00,15303,15177,33.5,126,126,0.8302035975489227,12
2024-01-30 02:30:00+00:00,2024-01-31 13:00:00+00:00,17756,15997,34.5,1759,1759,10.995811714696506,13
2024-01-30 02:30:00+00:00,2024-01-31 14:00:00+00:00,18204,15818,35.5,2386,2386,15.084081426223289,14
2024-01-30 02:30:00+00:00,2024-01-31 15:00:00+00:00,18272,15911,36.5,2361,2361,14.838790773678587,15
2024-01-30 02:30:00+00:00,2024-01-31 16:00:00+00:00,18240,15762,37.5,2478,2478,15.721355157974875,16
2024-01-30 02:30:00+00:00,2024-01-31 17:00:00+00:00,18080,15683,38.5,2397,2397,15.284065548683287,17
2024-01-30 02:30:00+00:00,2024-01-31 18:00:00+00:00,18119,15411,39.5,2708,2708,17.57186425280644,18
2024-01-30 02:30:00+00:00,2024-01-31 19:00:00+00:00,18157,15812,40.5,2345,2345,14.83050847457627,19
2024-01-30 02:30:00+00:00,2024-01-31 20:00:00+00:00,18058,15684,41.5,2374,2374,15.136444784493753,20
2024-01-30 02:30:00+00:00,2024-01-31 21:00:00+00:00,17810,15757,42.5,2053,2053,13.02912991051596,21
2024-01-30 02:30:00+00:00,2024-01-31 22:00:00+00:00,17591,15490,43.5,2101,2101,13.56358941252421,22
2024-01-30 02:30:00+00:00,2024-01-31 23:00:00+00:00,17292,14595,44.5,2697,2697,18.478931140801645,23
2024-01-29 22:30:00+00:00,2024-01-30 03:00:00+00:00,9341,10370,4.5,-1029,1029,9.922854387656702,3
2024-01-29 22:30:00+00:00,2024-01-30 04:00:00+00:00,9180,10203,5.5,-1023,1023,10.026462805057337,4
2024-01-29 22:30:00+00:00,2024-01-30 05:00:00+00:00,9064,10076,6.5,-1012,1012,10.043668122270741,5
2024-01-29 22:30:00+00:00,2024-01-30 06:00:00+00:00,8848,10215,7.5,-1367,1367,13.382280959373471,6
2024-01-29 22:30:00+00:00,2024-01-30 07:00:00+00:00,8560,10107,8.5,-1547,1547,15.306223409518156,7
